Group_Indicator,Gender,Issue_Age_Bucket,Incurred_Age_Bucket,Issue_Year_Bucket,Policy_Year,Marital_Status,Premium_Class,Underwriting_Type,Coverage_Type_Bucket,Tax_Qualification_Status,Inflation_Rider,Rate_Increase_Flag,Restoration_of_Benefits,NH_Orig_Daily_Ben_Bucket,ALF_Orig_Daily_Ben_Bucket,HHC_Orig_Daily_Ben_Bucket,NH_Ben_Period_Bucket,ALF_Ben_Period_Bucket,HHC_Ben_Period_Bucket,NH_EP_Bucket,ALF_EP_Bucket,HHC_EP_Bucket,Region,Active_Exposure,Total_Exposure,Claim_Count,Count_NH,Count_ALF,Count_HHC,Count_Unk
Individual,Female,75-79,85-89,2000-2002,10-12 years,Unknown,Preferred,Unknown,Other,Non-tax-qualified,No inflation protection,Yes,No, < 100, < 100,Unknown,   < 3 year,   < 3 year,Unknown,  90,  90,   0,01: Mid-West,2,2,0,0,0,0,0
Individual,Male,55-59,55-59,2009-2011, 4-6 years,Married,Standard,Full underwriting,Comprehensive,Tax-qualified,Inflation protection,No,No, < 100, < 100, < 100,Unknown,Unknown,Unknown,   0,   0,   0,01: Mid-West,4,4,0,0,0,0,0
Individual,Male,65-69,70-74,1997-1999, 4-6 years,Married,Preferred,Unknown,Other,Non-tax-qualified,No inflation protection,Yes,No, < 100, < 100,Unknown, Unlimited, Unlimited,Unknown,  20,  20,   0,01: Mid-West,2,2,0,0,0,0,0
Group,Female,60-64,65-69,1997-1999, 7-9 years,Single,Preferred,Other,Comprehensive,Non-tax-qualified,Inflation protection,Yes,No,100-199, < 100,100-199,   < 3 year,Unknown,   < 3 year,  30,  20,  20,03: South,3,3,0,0,0,0,0
Individual,Male,65-69,65-69,1997-1999, 1-3 years,Single,Standard,Full underwriting,Comprehensive,Non-tax-qualified,No inflation protection,No,Yes,200+,200+,200+,   < 3 year,   < 3 year,   < 3 year,   0,   0,   0,02: Northeast,25.416658,25.416658,0,0,0,0,0
Individual,Male,70-74,85-89,1994-1996,10-12 years,Single,Standard,Unknown,Comprehensive,Tax-qualified,Inflation protection,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,   0,   0,   0,02: Northeast,1.666666,1.666666,0,0,0,0,0
Group,Female,50-54,65-69,1997-1999,15+ years,Married,Standard,Other,Comprehensive,Non-tax-qualified,Inflation protection,Yes,No, < 100, < 100, < 100, Unlimited, Unlimited,  5-9 year,   0,   0,  20,01: Mid-West,2.5,2.5,0,0,0,0,0
Individual,Male,65-69,65-69,2009-2011, 4-6 years,Single,Preferred,Full underwriting,Comprehensive,Tax-qualified,Inflation protection,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,   0,   0,   0,Unknown,3,3,0,0,0,0,0
Individual,Female,50-54,60-64,2009-2011, 7-9 years,Married,Preferred,Full underwriting,Comprehensive,Tax-qualified,Inflation protection,Yes,Yes,100-199,100-199,200+,   < 3 year,   < 3 year,   < 3 year,  90,  90,  20,04: West,1.416666,1.416666,0,0,0,0,0
Group,Female,65-69,70-74,1994-1996, 7-9 years,Married,Standard,Other,Comprehensive,Tax-qualified,No inflation protection,No,Yes,100-199,100-199,100-199,Unknown,Unknown,Unknown,   0,   0,   0,02: Northeast,2,2,0,0,0,0,0
Individual,Female,65-69,70-74,2003-2005, 7-9 years,Married,Preferred,Full underwriting,Comprehensive,Tax-qualified,Inflation protection,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,   0,   0,   0,Unknown,36,36,0,0,0,0,0
Individual,Male,65-69,85-89,1991-1993,15+ years,Unknown,Standard,Unknown,Comprehensive,Non-tax-qualified,No inflation protection,No,No,100-199, < 100, < 100,   < 3 year,   < 3 year,   < 3 year,  90,  90,  90,01: Mid-West,5,5,0,0,0,0,0
Individual,Male,60-64,75-79,1997-1999,15+ years,Married,Standard,Full underwriting,Comprehensive,Tax-qualified,Inflation protection,Yes,No, < 100, < 100, < 100,  5-9 year, 10+ years, 10+ years,  90,  90,  90,Unknown,6.333333,6.333333,0,0,0,0,0
Individual,Male, 0-49, 0-49,1997-1999, 4-6 years,Married,Standard,Other,Comprehensive,Non-tax-qualified,Inflation protection,Yes,No,100-199, < 100, < 100,   < 3 year,Unknown,   < 3 year,  20,  20,  20,03: South,30,30,0,0,0,0,0
Individual,Female,55-59,70-74,1994-1996,15+ years,Married,Standard,Other,Comprehensive,Non-tax-qualified,No inflation protection,Yes,No,100-199, < 100,100-199, Unlimited,Unknown,   < 3 year,  20,  20,  20,03: South,0,2,0,0,0,0,0
Individual,Female,70-74,75-79,2009-2011, 4-6 years,Unknown,Standard,Full underwriting,Comprehensive,Non-tax-qualified,No inflation protection,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,   0,   0,   0,01: Mid-West,48,48,0,0,0,0,0
Individual,Male,65-69,65-69,2009-2011, 1-3 years,Married,Standard,Full underwriting,Comprehensive,Tax-qualified,No inflation protection,No,Yes,100-199,100-199,100-199,  5-9 year,  5-9 year,  5-9 year, 180, 180,  20,03: South,1.25,1.25,0,0,0,0,0
Individual,Female,65-69,80-84,2003-2005,10-12 years,Unknown,Standard,Full underwriting,Comprehensive,Non-tax-qualified,Inflation protection,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,   0,   0,   0,02: Northeast,2,4,0,0,0,0,0
Individual,Male,65-69,65-69,1997-1999, 4-6 years,Married,Preferred,Full underwriting,Comprehensive,Non-tax-qualified,No inflation protection,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,   0,   0,   0,04: West,2,2,0,0,0,0,0
Individual,Female, 0-49, 0-49,1997-1999,15+ years,Married,Preferred,Full underwriting,Comprehensive,Tax-qualified,GPO,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,   0,   0,   0,04: West,4.25,4.25,0,0,0,0,0
Group,Female,60-64,70-74,1997-1999,13-15 years,Married,Standard,Full underwriting,Comprehensive,Tax-qualified,Inflation protection,No,No,200+,100-199,100-199,Unknown,Unknown,Unknown,   0,   0,   0,Unknown,3,3,0,0,0,0,0
Individual,Female,65-69,80-84,1997-1999,15+ years,Single,Preferred,Full underwriting,Other,Non-tax-qualified,Inflation protection,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,   0,   0,   0,03: South,10.999999,10.999999,1,0,0,1,0
Individual,Female,65-69,65-69,2006-2008, 1-3 years,Married,Standard,Full underwriting,Comprehensive,Tax-qualified,Inflation protection,No,No,100-199,100-199,100-199,Unknown,Unknown,Unknown,  90,  90,  90,03: South,24.25,24.25,0,0,0,0,0
Group,Female,55-59,50-54,2009-2011, 4-6 years,Unknown,Standard,Other,Comprehensive,Tax-qualified,No inflation protection,No,Yes,200+,100-199,100-199,Unknown,Unknown,Unknown,   0,   0,   0,03: South,24,24,1,0,0,0,0
Individual,Male,65-69,75-79,2000-2002,10-12 years,Married,Standard,Other,Comprehensive,Tax-qualified,Inflation protection,Yes,No, < 100, < 100, < 100, Unlimited,Unknown,   < 3 year,   0,   0,   0,01: Mid-West,2,2,1,1,0,0,0
Individual,Male,60-64,70-74,1994-1996,10-12 years,Married,Preferred,Unknown,Other,Non-tax-qualified,No inflation protection,Yes,Yes,200+,100-199,Unknown,  3-4 year,  3-4 year,Unknown,   0,   0,   0,01: Mid-West,2,2,0,0,0,0,0
Group,Female,75-79,85-89,1994-1996, 7-9 years,Unknown,Standard,Full underwriting,Comprehensive,Tax-qualified,No inflation protection,No,No, < 100, < 100, < 100,Unknown,Unknown,Unknown,   0,   0,   0,03: South,17.916666,17.916666,0,0,0,0,0
Individual,Female,50-54,50-54,1997-1999, 1-3 years,Single,Preferred,Other,Comprehensive,Tax-qualified,Inflation protection,Yes,No, < 100, < 100, < 100,Unknown,Unknown,Unknown,  90,   0,   0,04: West,4,4,0,0,0,0,0
Individual,Female, 0-49, 0-49,2003-2005, 7-9 years,Married,Preferred,Other,Comprehensive,Tax-qualified,Inflation protection,No,No,100-199,100-199,200+,Unknown,Unknown,Unknown,  30,  30,   0,01: Mid-West,7.666666,7.666666,0,0,0,0,0
Individual,Female,75-79,80-84,2000-2002, 1-3 years,Single,Preferred,Other,Comprehensive,Tax-qualified,No inflation protection,Yes,No, < 100,Unknown,100-199,Unknown,Unknown,Unknown,   0,   0,   0,03: South,2,2,0,0,0,0,0
Individual,Female,65-69,70-74,1994-1996, 4-6 years,Married,Standard,Other,Comprehensive,Non-tax-qualified,GPO,Yes,No,Unknown,Unknown,Unknown, Unlimited,Unknown,Unknown,   0,   0,   0,02: Northeast,2.5,2.5,0,0,0,0,0
Individual,Female,65-69,75-79,2000-2002,15+ years,Married,Standard,Other,Comprehensive,Tax-qualified,No inflation protection,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,   0,   0,   0,03: South,7,7,0,0,0,0,0
Individual,Male,55-59,65-69,1997-1999,10-12 years,Single,Standard,Unknown,Comprehensive,Tax-qualified,No inflation protection,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,   0,   0,   0,04: West,3,3,0,0,0,0,0
Individual,Male,50-54,65-69,1997-1999,15+ years,Married,Standard,Other,Comprehensive,Tax-qualified,Inflation protection,Yes,No, < 100,Unknown, < 100, Unlimited,Unknown,  3-4 year,  90,   0,  20,01: Mid-West,2.5,2.5,0,0,0,0,0
Individual,Male,75-79,85-89,2000-2002,13-15 years,Married,Standard,Other,Comprehensive,Tax-qualified,No inflation protection,Yes,No,100-199,100-199, < 100,Unknown,Unknown,Unknown,   0,   0,   0,03: South,2,2,0,0,0,0,0
Individual,Male,70-74,80-84,2000-2002,10-12 years,Married,Standard,Full underwriting,Comprehensive,Tax-qualified,No inflation protection,No,No,200+,Unknown,200+,   < 3 year,Unknown,   < 3 year,   0,   0,   0,01: Mid-West,3.166666,3.166666,0,0,0,0,0
Individual,Female,50-54,55-59,2012-2014, 4-6 years,Married,Standard,Full underwriting,Comprehensive,Tax-qualified,Inflation protection,Yes,Yes,200+,200+,200+, Unlimited, Unlimited, Unlimited,  90,  90,  20,04: West,2.5833321,2.5833321,0,0,0,0,0
Individual,Male,70-74,70-74,2003-2005, 1-3 years,Single,Standard,Full underwriting,Comprehensive,Tax-qualified,No inflation protection,No,Yes,200+,200+,200+, Unlimited, Unlimited, Unlimited, 180, 180,  20,04: West,3,3,0,0,0,0,0
Individual,Male,65-69,60-64,2003-2005, 1-3 years,Married,Standard,Unknown,Comprehensive,Tax-qualified,No inflation protection,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,   0,   0,   0,02: Northeast,3,3,0,0,0,0,0
Group,Male,50-54,50-54,2003-2005, 1-3 years,Married,Standard,Other,Comprehensive,Non-tax-qualified,Inflation protection,Yes,No, < 100, < 100, < 100,  5-9 year,Unknown,  5-9 year,  30,  20,  20,02: Northeast,2,2,0,0,0,0,0
Group,Female,50-54,70-74,1991-1993,15+ years,Unknown,Standard,Other,Comprehensive,Tax-qualified,No inflation protection,Yes,No,200+,100-199,100-199,Unknown,Unknown,Unknown,   0,   0,   0,01: Mid-West,5,5,0,0,0,0,0
Individual,Male, 0-49, 0-49,1994-1996, 7-9 years,Unknown,Standard,Full underwriting,Comprehensive,Non-tax-qualified,No inflation protection,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,   0,   0,   0,Unknown,7.416666,7.416666,1,0,0,0,1
Individual,Female,60-64,65-69,1997-1999, 4-6 years,Single,Preferred,Other,Other,Tax-qualified,Inflation protection,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,   0,   0,   0,01: Mid-West,126,126,0,0,0,0,0
Individual,Male, 0-49, 0-49,2012-2014, 1-3 years,Married,Preferred,Full underwriting,Comprehensive,Tax-qualified,Inflation protection,Yes,No,100-199,100-199,100-199,Unknown,Unknown,Unknown,  90,  90,  90,04: West,3,3,0,0,0,0,0
Individual,Male, 0-49,55-59,1997-1999, 7-9 years,Married,Preferred,Full underwriting,Comprehensive,Tax-qualified,Inflation protection,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,   0,   0,   0,Unknown,28,28,0,0,0,0,0
Individual,Male, 0-49, 0-49,2006-2008, 7-9 years,Married,Substandard,Unknown,Comprehensive,Tax-qualified,Inflation protection,Yes,No, < 100, < 100, < 100,Unknown,Unknown,Unknown,   0,   0,   0,Unknown,3,3,0,0,0,0,0
Individual,Female,70-74,80-84,2000-2002,13-15 years,Married,Substandard,Full underwriting,Comprehensive,Tax-qualified,Inflation protection,Yes,No, < 100, < 100, < 100,Unknown,Unknown,Unknown,   0,   0,   0,Unknown,3,3,0,0,0,0,0
Individual,Male,50-54,50-54,2000-2002, 1-3 years,Married,Standard,Other,Other,Tax-qualified,Inflation protection,Yes,No,Unknown,Unknown,Unknown, Unlimited,Unknown,Unknown,   0,   0,   0,02: Northeast,2,2,0,0,0,0,0
Individual,Female,65-69,75-79,2003-2005,13-15 years,Married,Preferred,Full underwriting,Comprehensive,Non-tax-qualified,No inflation protection,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,   0,   0,   0,03: South,9.916666,9.916666,0,0,0,0,0
Individual,Female,50-54, 0-49,2015-2016, 1-3 years,Married,Preferred,Other,Comprehensive,Non-tax-qualified,Inflation protection,No,No,100-199,100-199,100-199,Unknown,Unknown,Unknown,  90,  90,   0,01: Mid-West,2.5,2.5,0,0,0,0,0
Individual,Female,50-54,55-59,1997-1999, 4-6 years,Married,Preferred,Full underwriting,Comprehensive,Non-tax-qualified,Inflation protection,No,No,Unknown,Unknown,Unknown, Unlimited, Unlimited,  3-4 year,   0,   0,   0,04: West,9,9,0,0,0,0,0
Individual,Female,50-54,60-64,2003-2005,13-15 years,Married,Substandard,Full underwriting,Comprehensive,Tax-qualified,GPO,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,   0,   0,   0,01: Mid-West,8.7499981,8.7499981,0,0,0,0,0
Individual,Female,55-59,70-74,2000-2002,15+ years,Single,Standard,Full underwriting,Comprehensive,Tax-qualified,Unknown,Yes,No,Unknown,Unknown,Unknown, Unlimited, Unlimited, Unlimited,   0,   0,   0,Unknown,30.499992,32.499992,2,0,0,2,0
Individual,Female,70-74,70-74,2006-2008, 4-6 years,Married,Standard,Unknown,Comprehensive,Tax-qualified,No inflation protection,Yes,No,100-199,100-199,100-199,Unknown,Unknown,Unknown,   0,   0,   0,Unknown,3,3,0,0,0,0,0
Individual,Female,55-59,55-59,2000-2002, 4-6 years,Married,Preferred,Full underwriting,Comprehensive,Tax-qualified,Inflation protection,No,No,100-199, < 100, < 100,  5-9 year, 10+ years, 10+ years,  90,  90,  90,Unknown,2,2,0,0,0,0,0
Individual,Female,65-69,80-84,1997-1999,15+ years,Married,Standard,Other,Comprehensive,Non-tax-qualified,No inflation protection,Yes,No, < 100, < 100, < 100,   < 3 year,Unknown,   < 3 year,  30,  20,  20,03: South,8.5,8.5,0,0,0,0,0
Individual,Male,55-59,65-69,2003-2005,13-15 years,Married,Preferred,Full underwriting,Comprehensive,Non-tax-qualified,Inflation protection,Yes,No, < 100, < 100, < 100, Unlimited, Unlimited, Unlimited,   0,   0,   0,04: West,6,6,0,0,0,0,0
Group,Male, 0-49,55-59,1994-1996,10-12 years,Unknown,Standard,Other,Comprehensive,Tax-qualified,No inflation protection,No,No,100-199, < 100, < 100,Unknown,Unknown,Unknown,   0,   0,   0,02: Northeast,16,16,0,0,0,0,0
Individual,Male,55-59,60-64,1997-1999, 1-3 years,Single,Standard,Full underwriting,Comprehensive,Tax-qualified,Inflation protection,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,   0,   0,   0,02: Northeast,9.75,9.75,0,0,0,0,0
Individual,Female,50-54,55-59,2003-2005, 7-9 years,Married,Standard,Other,Comprehensive,Tax-qualified,Inflation protection,Yes,No,100-199, < 100, < 100,Unknown,Unknown,Unknown,   0,   0,   0,02: Northeast,55,55,0,0,0,0,0
Individual,Female,50-54,55-59,1991-1993, 7-9 years,Unknown,Standard,Full underwriting,Comprehensive,Non-tax-qualified,Inflation protection,No,Yes,200+,Unknown,200+, Unlimited,Unknown, Unlimited,   0,   0,   0,03: South,38.583324,38.583324,0,0,0,0,0
Individual,Male,55-59,65-69,1997-1999,13-15 years,Single,Preferred,Other,Comprehensive,Non-tax-qualified,Inflation protection,Yes,No, < 100, < 100, < 100,Unknown,Unknown,Unknown,  20,  20,  20,04: West,2,2,0,0,0,0,0
Individual,Male,65-69,65-69,2003-2005, 4-6 years,Unknown,Standard,Unknown,Other,Tax-qualified,No inflation protection,Yes,Yes,100-199,Unknown,Unknown, Unlimited, Unlimited, Unlimited,  20,   0,   0,03: South,2,2,0,0,0,0,0
Group,Female, 0-49, 0-49,1997-1999, 1-3 years,Married,Standard,Other,Comprehensive,Non-tax-qualified,Inflation protection,Yes,No, < 100, < 100, < 100,Unknown,Unknown,Unknown,  90,  20,  20,03: South,1.5,1.5,0,0,0,0,0
Individual,Female, 0-49,50-54,2003-2005, 1-3 years,Married,Substandard,Full underwriting,Comprehensive,Tax-qualified,Inflation protection,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,   0,   0,   0,02: Northeast,18,18,0,0,0,0,0
Group,Female,50-54,60-64,2003-2005,10-12 years,Unknown,Standard,Full underwriting,Comprehensive,Tax-qualified,No inflation protection,No,Yes,100-199,100-199,100-199,Unknown,Unknown,Unknown,   0,   0,   0,04: West,17.333332,17.333332,0,0,0,0,0
Individual,Female,60-64,70-74,2000-2002, 7-9 years,Married,Preferred,Full underwriting,Comprehensive,Non-tax-qualified,No inflation protection,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,   0,   0,   0,03: South,3,6,0,0,0,0,0
Group,Female,70-74,80-84,1994-1996,10-12 years,Single,Standard,Full underwriting,Other,Non-tax-qualified,No inflation protection,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,   0,   0,   0,03: South,2,2,0,0,0,0,0
Group,Male, 0-49,55-59,1997-1999, 7-9 years,Married,Standard,Other,Comprehensive,Non-tax-qualified,Inflation protection,Yes,No,100-199, < 100, < 100, Unlimited,Unknown,  3-4 year,   0,   0,   0,04: West,3,3,0,0,0,0,0
Individual,Female,80-84,85-89,2012-2014, 1-3 years,Unknown,Standard,Full underwriting,Comprehensive,Non-tax-qualified,No inflation protection,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,   0,   0,   0,01: Mid-West,2,2,0,0,0,0,0
Group,Male,70-74,85-89, < 1991,13-15 years,Unknown,Standard,Unknown,Comprehensive,Non-tax-qualified,No inflation protection,No,No, < 100, < 100, < 100,Unknown,Unknown,Unknown,   0,   0,   0,Unknown,4,4,0,0,0,0,0
Individual,Male,70-74,70-74,2000-2002, 1-3 years,Married,Preferred,Other,Comprehensive,Tax-qualified,No inflation protection,Yes,No,100-199, < 100, < 100,Unknown,Unknown,Unknown,   0,   0,   0,01: Mid-West,3,3,0,0,0,0,0
Individual,Female,60-64,70-74,2003-2005,10-12 years,Married,Standard,Other,Comprehensive,Tax-qualified,No inflation protection,Yes,No,200+,200+,100-199,Unknown,Unknown,Unknown,   0,   0,   0,04: West,3,3,0,0,0,0,0
Individual,Female,75-79,80-84,1997-1999, 1-3 years,Single,Standard,Full underwriting,Other,Tax-qualified,Inflation protection,No,No, < 100, < 100,Unknown,  5-9 year,  5-9 year,Unknown,  30,  30,   0,Unknown,2,2,0,0,0,0,0
Individual,Female,80-84,90+,1997-1999,10-12 years,Single,Standard,Full underwriting,Comprehensive,Tax-qualified,No inflation protection,Yes,Yes,100-199, < 100,100-199, Unlimited, Unlimited, Unlimited,  90,  90,  90,Unknown,19.916666,19.916666,0,0,0,0,0
Individual,Female,60-64,70-74,2000-2002,10-12 years,Married,Preferred,Full underwriting,Other,Tax-qualified,No inflation protection,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,   0,   0,   0,03: South,2,2,0,0,0,0,0
Individual,Female,70-74,80-84,1994-1996,10-12 years,Married,Standard,Unknown,Other,Non-tax-qualified,Unknown,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,   0,   0,   0,02: Northeast,2,2,0,0,0,0,0
Individual,Female,50-54,70-74,1991-1993,10-12 years,Married,Standard,Full underwriting,Comprehensive,Tax-qualified,Inflation protection,Yes,No, < 100, < 100, < 100,Unknown,Unknown,Unknown,   0,   0,   0,Unknown,5,5,0,0,0,0,0
Individual,Female,65-69,70-74,2000-2002, 7-9 years,Single,Preferred,Other,Comprehensive,Tax-qualified,No inflation protection,Yes,No,200+,100-199,200+,Unknown,Unknown,Unknown,   0,   0,   0,01: Mid-West,3,3,0,0,0,0,0
Individual,Male,50-54,55-59,2012-2014, 1-3 years,Married,Standard,Full underwriting,Comprehensive,Tax-qualified,Inflation protection,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,   0,   0,   0,04: West,178.5,178.5,0,0,0,0,0
Individual,Female,55-59,65-69,2003-2005, 7-9 years,Married,Preferred,Other,Comprehensive,Tax-qualified,Inflation protection,Yes,No,100-199, < 100,200+,Unknown,Unknown,Unknown,  90,  90,   0,03: South,2,2,0,0,0,0,0
Individual,Male,70-74,75-79,2000-2002, 4-6 years,Married,Preferred,Full underwriting,Comprehensive,Tax-qualified,Inflation protection,No,No, < 100, < 100, < 100, Unlimited, Unlimited,   < 3 year,   0,   0,   0,01: Mid-West,3,3,0,0,0,0,0
Individual,Male,65-69,90+,1991-1993,15+ years,Single,Preferred,Other,Comprehensive,Non-tax-qualified,No inflation protection,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,   0,   0,   0,01: Mid-West,15.5,19.5,5,4,0,1,0
Individual,Male,60-64,60-64,2000-2002, 1-3 years,Married,Preferred,Unknown,Comprehensive,Tax-qualified,No inflation protection,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,   0,   0,   0,01: Mid-West,174,174,0,0,0,0,0
Group,Male,65-69,80-84,1991-1993,10-12 years,Unknown,Standard,Full underwriting,Comprehensive,Tax-qualified,No inflation protection,No,No,100-199,100-199,100-199,Unknown,Unknown,Unknown,   0,   0,   0,03: South,19,19,1,1,0,0,0
Individual,Female,70-74,85-89,1991-1993,10-12 years,Single,Standard,Full underwriting,Other,Non-tax-qualified,No inflation protection,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,   0,   0,   0,01: Mid-West,4,4,0,0,0,0,0
Individual,Female,75-79,80-84,2000-2002, 1-3 years,Married,Standard,Full underwriting,Comprehensive,Tax-qualified,Inflation protection,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,   0,   0,   0,03: South,15,16,1,0,1,0,0
Individual,Male,55-59,60-64,2000-2002, 1-3 years,Single,Preferred,Other,Comprehensive,Tax-qualified,Inflation protection,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,   0,   0,   0,03: South,2.083333,2.083333,0,0,0,0,0
Individual,Male,60-64,70-74,1994-1996, 7-9 years,Married,Standard,Other,Comprehensive,Non-tax-qualified,No inflation protection,Yes,No,100-199,100-199, < 100,Unknown,Unknown,Unknown,   0,   0,   0,01: Mid-West,6,6,0,0,0,0,0
Individual,Female,55-59,60-64,2000-2002, 4-6 years,Single,Preferred,Full underwriting,Comprehensive,Tax-qualified,Inflation protection,Yes,No,100-199,100-199, < 100,  5-9 year,  5-9 year,  5-9 year,  90,  90,  30,03: South,2,2,0,0,0,0,0
Individual,Female,55-59,70-74,1994-1996,10-12 years,Married,Standard,Full underwriting,Other,Non-tax-qualified,Inflation protection,Yes,No, < 100, < 100,Unknown,   < 3 year,   < 3 year,Unknown,  30,  30,   0,Unknown,3,3,0,0,0,0,0
